recipe_id	date	edit_date	seo_keywords	seo_desc	rname	image	video	videostart	time_ready	yields	summary	ingredients	directions	leftovers	calories	calories_fat	total_fat	saturated_fat	trans_fat	cholesterol	sodium	carb	fiber	sugar	protein	published	ordering
656	5/1/2010 08:35	4/26/2012 04:02	"stew, chicken"	Brunswick Stew	Brunswick Stew			0	"1 hour, 15 minutes"	8	"I can tell you from experience, this is one of those recipes that tastes better the next day. Good thing it makes a big pot or you might not have enough leftovers. The leftovers also freeze well.&nbsp; Vicki"	%3Cul%3E%3Cli%3E2+pounds+%281+kg%29+boneless%2C+skinless+chicken+breasts%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+paprika%3C%2Fli%3E%3Cli%3E2+tbsp+%2830+mL%29+canola+oil%3C%2Fli%3E%3Cli%3E2+medium+onions%2C+sliced%3C%2Fli%3E%3Cli%3E1+medium+green+bell+pepper%2C+sliced%3C%2Fli%3E%3Cli%3E3+cups+%28750+mL%29+low+sodium+chicken+broth%3C%2Fli%3E%3Cli%3E2+cups+%28500+mL%29+no+salt+added+canned+tomatoes%2C+not+drained%3C%2Fli%3E%3Cli%3E2+tbsp+%2830+mL%29+chopped+fresh+parsley%3C%2Fli%3E%3Cli%3E%26frac12%3B+tsp+%282+mL%29+hot+sauce%3C%2Fli%3E%3Cli%3E1+tbsp+%2815+mL%29+Worcestershire+sauce%3C%2Fli%3E%3Cli%3E2+cups+%28500+mL%29+whole+kernel+corn%2C+frozen%3C%2Fli%3E%3Cli%3E2+cups+%28500+mL%29+lima+beans%2C+frozen%3C%2Fli%3E%3C%2Ful%3E	%3Cp%3E%26nbsp%3B%3C%2Fp%3E%3Col%3E%3Cli%3EHeat+oil+in+a+deep+pot.%3C%2Fli%3E%3Cli%3ESprinkle+chicken+with+paprika%3B+brown+in+pot+until+browned+on+all+sides.%3C%2Fli%3E%3Cli%3EAdd+onion+and+green+bell+pepper%3B+cook+until+onions+are+transparent.%3C%2Fli%3E%3Cli%3EAdd+%26nbsp%3Bchicken+broth%2C+tomatoes+with+liquid+from+can%2C+parsley%2C+Tabasco+and+Worcestershire+sauces%3B+bring+to+a+boil.%3C%2Fli%3E%3Cli%3ECover+and+reduce+heat%3B+simmer+for+30+minutes.%3C%2Fli%3E%3Cli%3EAfter+30+minutes%2C+add+corn+and+lima+beans%3B+cook+for+an+additional+20+minutes.+%26nbsp%3B%3C%2Fli%3E%3C%2Fol%3E%3Cdiv+id%3D%22cke_pastebin%22%3E%26nbsp%3B%3C%2Fdiv%3E%3Cdiv+id%3D%22cke_pastebin%22%3E%2A%2ANOTE%3A+%26nbsp%3BYou+may+also+prepare+this+in+a+slow+cooker.+%26nbsp%3BSimply+place+all+ingredients+into+slow+cooker+and+cook+on+medium+for+six+to+eight+hours.+%26nbsp%3B%3C%2Fdiv%3E		300	70	7	1	0	75	330	28	6	7	31	1	0
677	5/1/2010 08:39	4/30/2012 01:30	"eggs, ham"	Baked ham and eggs	Baked Ham and Eggs Rosemary			0	30 minutes	6	"This layered egg, or egg substitute, recipe makes a perfect main dish for any meal. If you prefer to use fresh eggs, replace the egg substitute with six eggs. We've used unsalted butter in this recipe because both the ham and feta cheese make this dish higher in sodium than many of our other recipes. If you do eat higher sodium foods, adjust your diet the rest of the day with lower sodium foods.&nbsp;&nbsp; Vicki"	%3Cul%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+cubed+lean+ham%3C%2Fli%3E%3Cli%3EOne+10+oz%26nbsp%3B+%28300+g%29+package+frozen+chopped+spinach%2C+thawed+and+drained+well%3C%2Fli%3E%3Cli%3E2+tsp+%2810+ML%29%26nbsp%3B+unsalted+butter%2C+melted%3C%2Fli%3E%3Cli%3E1%26frac12%3B+cups+%28375+mL%29+egg+substitute%3C%2Fli%3E%3Cli%3E4+oz+%28115g%29+reduced+fat+feta+cheese%3C%2Fli%3E%3Cli%3E%26nbsp%3B1+tsp+%285+mL%29+crushed+rosemary%3C%2Fli%3E%3Cli%3E%26nbsp%3B+pepper%2C+to+taste%3C%2Fli%3E%3C%2Ful%3E	%3Cp%3E%26nbsp%3B%3C%2Fp%3E%3Col%3E%3Cli%3EPreheat+oven+to+350%26ordm%3BF+%28180%26deg%3BC%29.%26nbsp%3B%3C%2Fli%3E%3Cli%3ESpray+8+inch+x+8+inch+baking+dish+with+nonstick+cooking+spray..%3C%2Fli%3E%3Cli%3EAdd+ham+and+top+with+spinach.%26nbsp%3B%3C%2Fli%3E%3Cli%3EMelt+butter+and+brush+over+spinach.%26nbsp%3B%3C%2Fli%3E%3Cli%3EPour+egg+substitute+over+spinach+and+ham.%3C%2Fli%3E%3Cli%3ESprinkle+feta+cheese+evenly+over+egg+substitute%3B+sprinkle+with+rosemary+and+pepper.+%26nbsp%3B%3C%2Fli%3E%3Cli%3EBake+20+minutes+or+until+set.%3C%2Fli%3E%3Cli%3ECut+into+6+equal+pieces.%3C%2Fli%3E%3Cli%3EServe.%3C%2Fli%3E%3C%2Fol%3E		130	60	7	3	0	15	520	3	2	1	16	1	0
685	5/1/2010 08:49	7/4/2012 11:37	"vegetable, quiche"	Alpine quiche	Alpine Vegetable Quiche			0	1 hour	6	"We like to make quiche without a crust to reduce calories and fat. But that doesn't mean the flavor is reduced. This quiche has two types of low fat cheese that work perfectly with the vegetables. One of the great things about quiche is that you can serve it for any meal. Serve this with a wedge or two of fresh melon for breakfast. For dinner, add a tossed salad next to the melon."	%3Cp%3E%26nbsp%3B%3C%2Fp%3E%3Cul%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+diced+onion%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+diced+green+bell+pepper%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+olive+oil%3C%2Fli%3E%3Cli%3E1+cup+%28250+ML%29+sliced+mushrooms%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+shredded+low+fat+Swiss+cheese%3C%2Fli%3E%3Cli%3E1%26frac12%3B+cups+%28375+mL%29+low+fat+cottage+cheese%3C%2Fli%3E%3Cli%3E%26frac12%3B%26nbsp%3B+tsp+%282+mL%29+black+pepper%3C%2Fli%3E%3Cli%3E4%26nbsp%3B+large+eggs%3C%2Fli%3E%3Cli%3E%26%238531%3B+cup+%2875+mL%29+2%25+low-fat+milk%3C%2Fli%3E%3Cli%3E1+tbsp+%2815+mL%29+parsley%2C+chopped+or+dried%3C%2Fli%3E%3C%2Ful%3E	%3Cp%3E%26nbsp%3B%3C%2Fp%3E%3Col%3E%3Cli%3EPreheat+oven+to+400%26deg%3B+F+%28200%26deg%3BC%29.%26nbsp%3B%3C%2Fli%3E%3Cli%3ECoat+a+9-inch+round+baking+dish+with+nonstick+cooking+spray.%26nbsp%3B%3C%2Fli%3E%3Cli%3ESaut%26eacute%3B+onions+and+peppers+in+olive+oil+in+nonstick+skillet+for+about+5+minutes.+Add+mushrooms.+Continue+cooking+for+about+3+more+minutes.%26nbsp%3B%3C%2Fli%3E%3Cli%3EMeanwhile%2C+combine+Swiss+cheese%2C+cottage+cheese%2C+and+black+pepper+in+a+medium+bowl.+Set+aside.%26nbsp%3B%3C%2Fli%3E%3Cli%3EBeat+eggs+for+about+two+minutes.+Add+milk%2C+salt%2C+and+parsley.+Continue+to+beat+for+another+minute+or+so.%26nbsp%3B%3C%2Fli%3E%3Cli%3EPlace+half+the+cheese+mixture+in+the+prepared+baking+dish.%26nbsp%3B%3C%2Fli%3E%3Cli%3EAdd+the+cooked+pepper-onion-mushroom+mixture.+Layer+with+remaining+cheese+mixture.%26nbsp%3B%3C%2Fli%3E%3Cli%3EPour+egg+mixture+on+top.+Bake+for+about+35+minutes+or+until+a+knife+inserted+in+center+comes+out+clean.%26nbsp%3B%3C%2Fli%3E%3Cli%3ELet+rest+for+5+to+10+minutes+before+serving.%26nbsp%3B%3C%2Fli%3E%3Cli%3ECut+into+6+servings.%3C%2Fli%3E%3C%2Fol%3E		140	60	6	2	0	150	270	6	1	4	15	1	0
691	5/1/2010 08:52	4/30/2012 03:02	"ricotta, rice cakes"	Ricotta spread and rice cakes	Cinnamon Ricotta Peach Spread with Rice Cakes			0	5 minutes	1	"Rice cakes have been traditionally looked at as a""diet food.""The problem is that rice cakes are not filling. You would have to eat a lot of them to feel full and that means more calories. So take that rice cake and add a topping, like we've done here, to add some substance to it. The ricotta cheese is a good source of protein and that's going to be more satisfying than a plain rice cake. Rice cakes are gluten free and very low in sodium.&nbsp; Vicki"	%3Cul%3E%3Cli%3E%26%238531%3B+cup+%2875+mL%29+part+skim+ricotta+cheese%3C%2Fli%3E%3Cli%3E%26nbsp%3B%26frac12%3B%26nbsp%3B+tsp+%282+mL%29+cinnamon%3C%2Fli%3E%3Cli%3E1+packet+sugar+substitute%3C%2Fli%3E%3Cli%3E%26nbsp%3B%26frac12%3B+cup+%28125+mL%29+canned+diced+peaches+in+juice+or+water%2C+drained%3C%2Fli%3E%3Cli%3E%26nbsp%3B2+large+brown+rice+cakes%3C%2Fli%3E%3C%2Ful%3E	%3Cp%3E%26nbsp%3B%3C%2Fp%3E%3Col%3E%3Cli%3EIn+a+small+bowl+combine+ricotta+cheese%2C+peaches%2C+cinnamon%2C+and+sugar+substitute+and+mix+%26nbsp%3Bwell.%3C%2Fli%3E%3Cli%3ESpread+Mixture+over+rice+cakes+and+serve.+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B%3C%2Fli%3E%3C%2Fol%3E%3Cdiv+id%3D%22cke_pastebin%22%3ENOTES%3A+2+large+rice+cakes+equals+4+mini+rice+cakes.%3C%2Fdiv%3E		250	60	7	4	0	25	115	38	2	13	10	1	0
720	5/1/2010 08:52	5/1/2012 04:41	Beef ratatouille	Beef ratatouille	Beef Ratatouille			0	30 minutes	4	"Traditional ratatouille is French stewed vegetable dish. The key ingredients in ratatouille are tomatoes, eggplant, garlic, onions, zucchini, and bell peppers. There are different ways to make ratatouille and we've made ours more traditional by cooking the vegetables in layers, or adding them to the pot at different times. The addition of beef makes this an entr&eacute;e but if you omit the meat, you could serve the savory vegetables as a side dish."	%3Cul%3E%3Cli%3E%3Csup%3E1+tsp+%285+mL%29+olive+oil%3C%2Fsup%3E%3C%2Fli%3E%3Cli%3E%3Csup%3E%3Cfont+size%3D%221%22%3E1+medium+onion%2C+cut+into+wedges+%3C%2Ffont%3E%3C%2Fsup%3E%3C%2Fli%3E%3Cli%3E%3Csup%3E%3Cfont+size%3D%221%22%3E%26frac34%3B+pound+%28340+g%29%26nbsp%3B+beef+tenderloin%2C+cut+into+thin+strips+%3C%2Ffont%3E%3C%2Fsup%3E%3C%2Fli%3E%3Cli%3E%3Csup%3E%3Cfont+size%3D%221%22%3E1+clove+garlic%2C+minced+%3C%2Ffont%3E%3C%2Fsup%3E%3C%2Fli%3E%3Cli%3E%3Csup%3E%3Cfont+size%3D%221%22%3E1+cup+%28250+mL%29+eggplant%2C+peeled+and+cut+into+1+inch+cubes+%3C%2Ffont%3E%3C%2Fsup%3E%3C%2Fli%3E%3Cli%3E%3Csup%3E%3Cfont+size%3D%221%22%3E1+cup+%28250+mL%29+zucchini%2C+cut+into+1%22+cubes+%3C%2Ffont%3E%3C%2Fsup%3E%3C%2Fli%3E%3Cli%3E%3Csup%3E%3Cfont+size%3D%221%22%3E1+cup+%28250+mL%29+green+bell+peppers+cut+into+1%22+pieces+%3C%2Ffont%3E%3C%2Fsup%3E%3C%2Fli%3E%3Cli%3E%3Csup%3E%3Cfont+size%3D%221%22%3E1+cup+%28250+mL%29+canned%2C+diced+tomatoes+%3C%2Ffont%3E%3C%2Fsup%3E%3C%2Fli%3E%3Cli%3E%3Csup%3E%3Cfont+size%3D%221%22%3E%26frac14%3B+tsp+%281+mL%29+black+pepper+%3C%2Ffont%3E%3C%2Fsup%3E%3C%2Fli%3E%3Cli%3E%3Csup%3E%3Cfont+size%3D%221%22%3E%26frac12%3B+tsp+%282+mL%29+dried+basil+%3C%2Ffont%3E%3C%2Fsup%3E%3C%2Fli%3E%3Cli%3E%3Csup%3E%3Cfont+size%3D%221%22%3E%26frac12%3B+tsp+%282+mL%29+dried+oregano+%3C%2Ffont%3E%3C%2Fsup%3E%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3E%3Cfont+size%3D%221%22%3EHeat+oil+in+saut%26eacute%3B+pan.+Add+onion%2C+beef+tenderloin+and+garlic.+Saut%26eacute%3B+for+5+minutes.+%3C%2Ffont%3E%3C%2Fli%3E%3Cli%3E%3Cfont+size%3D%221%22%3EAdd+eggplant.+Saut%26eacute%3B+2+minutes.+%3C%2Ffont%3E%3C%2Fli%3E%3Cli%3E%3Cfont+size%3D%221%22%3EAdd+zucchini+and+peppers.+Saut%26eacute%3B+5+minutes+or+until+vegetables+are+still+crisp+and+brightly+colored.+%3C%2Ffont%3E%3C%2Fli%3E%3Cli%3E%3Cfont+size%3D%221%22%3EAdd+remaining+ingredients.+Simmer+for+5+minutes.+Do+not+cover.+%3C%2Ffont%3E%3C%2Fli%3E%3Cli%3E%3Cfont+size%3D%221%22%3EServe.+%3C%2Ffont%3E%3C%2Fli%3E%3C%2Fol%3E		310	170	19	7	0	75	160	10	4	5	24	1	0
634	5/1/2010 08:55	5/1/2012 06:49	"baked eggs, herb"	Baked eggs	Chived Herb Baked Eggs			0	35 minutes	6	"Fresh herbs can make all the difference in your finished dish so if the recipe calls for fresh, fresh they should be. This easy egg dish includes two common herbs, parsley and chives, that are easy to grow in your garden or in a pot on the deck or on your window sill. Italian, or flat leaf, parsley holds up better in cooking than curly leaf parsley so the flat leaf variety is better in hot dishes. Store your fresh parsley&nbsp; in a plastic bag in the refrigerator and wash it before using."	%3Cp%3E%26nbsp%3B%3C%2Fp%3E%3Cul%3E%3Cli%3E4+oz+%28115+g%29+chopped+turkey+ham%3C%2Fli%3E%3Cli%3E2+cups+%28500+mL%29+egg+substitute%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+Dijon+mustard%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+non-fat+sour+cream%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+chopped+fresh+chives%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+chopped+fresh+parsley%3C%2Fli%3E%3Cli%3E%26frac34%3B+cup+%28175+mL%29+shredded+low-fat+cheddar+cheese%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EPreheat+oven+to+375%26deg%3BF+%28190%26deg%3BC%29.%3C%2Fli%3E%3Cli%3ESpray+8+inch+x+8+inch+baking+pan+with+vegetable+coating%3B+add+turkey+ham.%3C%2Fli%3E%3Cli%3EWhisk+together+egg+subsitute%2C+mustard%2C+and+sour+cream.+Add+to+pan.%3C%2Fli%3E%3Cli%3EStir+in+herbs+and+top+with+shredded+cheese.%3C%2Fli%3E%3Cli%3EBake+25-30+minutes+until+golden+and+set.%3C%2Fli%3E%3Cli%3ECut+into+six+equal+pieces+and+serve.%3C%2Fli%3E%3C%2Fol%3E		140	45	5	2	0	20	460	5	0	2	18	1	0
639	5/1/2010 08:55	5/1/2012 06:33	"enchilada, chicken, shrimp"	Enchilada casserole	Layered Chicken and Shrimp Enchilada Casserole	http://www.orberacoach.ca/administrator/components/com_recipe/images/639.jpg		0	"1 hour, 15 minutes"	12	"If you're looking for a casserole with a some Mexican spice, this is your recipe. We like to use corn tortillas because they are much lower in sodium than flour tortillas. If you have had weight loss surgery, corn tortillas are less likely to""get stuck""than flour tortillas. Be sure to follow the directions to let this sit for 15 minutes before serving so it can firm up."	%3Cul%3E%3Cli%3E1+tbsp+%2815+mL%29+canola+oil%3C%2Fli%3E%3Cli%3E1+pound+%281%2F2+kg%29+shrimp%3C%2Fli%3E%3Cli%3E1+pound+%281%2F2+kg%29+boneless+skinless+chicken+breast%2C+cut+into+half-inch+cubes%3C%2Fli%3E%3Cli%3E1+large+onion%2C+chopped%3C%2Fli%3E%3Cli%3E2+cloves+garlic%2C+minced%3C%2Fli%3E%3Cli%3E28+oz+%28796+mL%29+no+salt+added+diced+canned+tomatoes%3C%2Fli%3E%3Cli%3E15+oz+%28425+mL%29+no+salt+added+canned+pureed+tomatoes%3C%2Fli%3E%3Cli%3E2+tbsp+%2830+mL%29+chili+powder%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+cumin%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+no+salt+added+canned+black+beans%2C+drained%3C%2Fli%3E%3Cli%3E1%2F4+cup+%2850+mL%29+sliced+black+olives%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+chopped+cilantro%3C%2Fli%3E%3Cli%3E2+cups+%28500+mL%29+shredded+low-fat+cheddar+cheese%3C%2Fli%3E%3Cli%3E24+corn+tortillas%3C%2Fli%3E%3Cli%3E%26frac34%3B+cup+%28175+mL%29+light+sour+cream%3C%2Fli%3E%3Cli%3E%26frac34%3B+cup+%28175+mL%29+salsa%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EPreheat+oven+to+350%26deg%3BF+%28180%26deg%3BC%29.%3C%2Fli%3E%3Cli%3EHeat+oil+in+large+skillet%3B+and+add+shrimp%2C+chicken%2C+onions+and+garlic.+%26nbsp%3B%3C%2Fli%3E%3Cli%3EBrown+and+drain+fat+when+done.+%26nbsp%3B%3C%2Fli%3E%3Cli%3EAdd+diced+tomatoes%2C+pureed+tomatoes%2C+chili+powder%2C+cumin+and+black+beans.%26nbsp%3B%3C%2Fli%3E%3Cli%3EBring+mixture+to+a+boil%2C+cover+and+simmer+20+minutes.%26nbsp%3B%3C%2Fli%3E%3Cli%3EAdd+olives+and+cilantro.%3C%2Fli%3E%3Cli%3ELine+a+9+inch+x+13+inch+baking+pan+with+8+corn+tortillas.+%26nbsp%3B%3C%2Fli%3E%3Cli%3EFirst%2C+layer+one-third+of+meat+mixture+over+tortillas%2C+then+layer+with+one-third+of+the+cheese.+%26nbsp%3BRepeat+with+remaining+ingredients%2C+reserving+last+one-third+of+cheese.+%26nbsp%3B%3C%2Fli%3E%3Cli%3EBake+UNCOVERED+for+30+minutes.%3C%2Fli%3E%3Cli%3ESprinkle+with+remaining+cheese+and+let+sit+for+approximately+15+minutes+before+serving.%3C%2Fli%3E%3Cli%3ECut+into+12+equal+pieces.%3C%2Fli%3E%3Cli%3EServe+with+salsa+and+sour+cream.%3C%2Fli%3E%3C%2Fol%3E		300	70	8	3	0	80	470	35	7	5	23	1	0
660	5/1/2010 09:08	5/2/2012 01:03	"breakfast, yogurt, smoothie"	Yogurt smoothie	Creamy Strawberry and Banana Yogurt Smoothie			0	5 minutes	1		%3Cp%3E%26nbsp%3B%3C%2Fp%3E%3Cul%3E%3Cli%3E1+cup+%28250+mL%29+light+vanilla+yogurt+%26nbsp%3B%3C%2Fli%3E%3Cli%3E%26nbsp%3B%26nbsp%3B%26frac12%3B%26nbsp%3B+cup+%28125+mL%29+nonfat+milk%3C%2Fli%3E%3Cli%3E%26nbsp%3B%26nbsp%3B%26frac12%3B%26nbsp%3B+medium+banana%3C%2Fli%3E%3Cli%3E%26nbsp%3B%26nbsp%3B1+cup+%28250+mL%29+sliced+fresh+strawberries%3C%2Fli%3E%3C%2Ful%3E	%3Cp%3E%26nbsp%3B%3C%2Fp%3E%3Cdiv+id%3D%22cke_pastebin%22%3EPlace+all+ingredients+into+blender+and+blend+until+smooth.+%26nbsp%3BServe.%3C%2Fdiv%3E%3Cdiv+id%3D%22cke_pastebin%22%3E%26nbsp%3B%3C%2Fdiv%3E%3Cdiv+id%3D%22cke_pastebin%22%3ENOTES%3A+The+sugar+in+this+recipe+is+naturally+occurring+sugar+in+milk%2C+yogurt%2C+and+fruit.+There+is+no+added+sugar.%3C%2Fdiv%3E		270	5	1	0	0	5	180	53	5	36	13	1	0
706	5/1/2010 09:30	5/3/2012 01:30	"chicken, lasagna"	Chicken lasagna	Homemade Chicken Pot Pie Lasagna			0	"1 hour, 45 minutes"	12	"We've taken two of the best comfort foods, pot pie and lasagna, and combined them into one delicious dish. The sauce is easy to make. Make sure your milk is cold when you add it to the flour so the sauce doesn't get lumpy, whisking as you add the milk. When the sauce is cooking, keeping stirring and watch the heat so it doesn't scorch. Using reduced fat cheeses and nonfat milk helps make this a low fat lasagna."	%3Cul%3E%3Cli%3E12+pieces+whole+wheat+lasagna%2C+uncooked%3C%2Fli%3E%3Cli%3E1+pound+%281%2F2+kg%29+boneless+skinless+chicken+breast%2C+diced%3C%2Fli%3E%3Cli%3E3+cups+%28750+mL%29+sliced+fresh+mushrooms%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+thinly+sliced+carrots%3C%2Fli%3E%3Cli%3E%26nbsp%3B%26frac12%3B+cup+%28125+mL%29+sliced+green+onions%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+frozen+green+peas%2C+thawed+and+well+drained%3C%2Fli%3E%3C%2Ful%3E%3Cdiv+id%3D%22cke_pastebin%22%3E%26nbsp%3B%26nbsp%3BSauce%3A+%26nbsp%3B%26nbsp%3B%3C%2Fdiv%3E%3Cul%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+all-purpose+flour%3C%2Fli%3E%3Cli%3E3%26frac12%3B+cups+%28875+mL%29+nonfat+milk%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+dry+sherry%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+ground+thyme%3C%2Fli%3E%3Cli%3E%26frac12%3B+tsp+%282+mL%29+salt%3C%2Fli%3E%3Cli%3E%26frac14%3B+tsp+%281+mL%29+cayenne+pepper%3C%2Fli%3E%3C%2Ful%3E%3Cul%3E%3Cli%3E15+oz+%28425+g%29+part+skim+ricotta+cheese%3C%2Fli%3E%3Cli%3E1%26frac12%3B+cups+%28375+mL%29+shredded+part+skim+milk+mozzarella+cheese%2C+divided%3C%2Fli%3E%3Cli%3E%26frac12%3B%26nbsp%3B+cup+%28125+mL%29+shredded+reduced+fat+Swiss+cheese%3C%2Fli%3E%3C%2Ful%3E	%3Cp%3E%26nbsp%3B%3C%2Fp%3E%3Col%3E%3Cli%3EPrepare+pasta+according+to+package+directions.%26nbsp%3B%3C%2Fli%3E%3Cli%3ESpray+a+large+saut%26eacute%3B+pan+with+cooking+spray%3B+place+over+medium-high+heat+until+hot.%26nbsp%3B%3C%2Fli%3E%3Cli%3EAdd+chicken+and+saut%26eacute%3B+4+minutes+or+until+cooked+through.%26nbsp%3B%3C%2Fli%3E%3Cli%3EDrain+well+and+set+aside.+%26nbsp%3B%3C%2Fli%3E%3C%2Fol%3E%3Cp%3E%26nbsp%3B%3C%2Fp%3E%3Col%3E%3Cli%3ERecoat+saut%26eacute%3B+pan+oven+with+cooking+spray+and+place+over+medium-high+heat+until+hot.%26nbsp%3B%3C%2Fli%3E%3Cli%3EAdd+mushrooms%2C+carrots%2C+green+onions%2C+and+peas%3B+saut%26eacute%3B+6+minutes.+Set+aside%3C%2Fli%3E%3Cli%3EPreheat+oven+to+350%26deg%3BF+%28180%26deg%3BC%29.%3C%2Fli%3E%3Cli%3EPlace+flour+in+a+medium+saucepan.%26nbsp%3B%3C%2Fli%3E%3Cli%3EGradually+add+milk%2C+stirring+with+a+wire+whisk+until+blended%3B+stir+in+sherry.%3C%2Fli%3E%3Cli%3E%26nbsp%3BBring+to+a+boil+over+medium+heat+and+cook+for+5+minutes+or+until+thickened%2C+stirring+constantly.%26nbsp%3B%3C%2Fli%3E%3Cli%3EStir+in+thyme%2C+salt+and+red+pepper.%26nbsp%3B%3C%2Fli%3E%3Cli%3EReserve+1+cup+%28250+mL%29+of+sauce+and+set+aside.%3C%2Fli%3E%3Cli%3EIn+a+bowl%2C+combine+ricotta+cheese%2C+1+cup+%28250+mL%29+mozzarella+cheese+and+Swiss+cheese.%26nbsp%3B%3C%2Fli%3E%3Cli%3ESpread+1+cup+%28250+mL%29+of+the+sauce+over+the+bottom+of+a+13+inch%26nbsp%3B+%26times%3B+9+inch+pan.%3C%2Fli%3E%3Cli%3EArrange+4+pieces+of+the+lasagna+%283+lengthwise%2C+1+widthwise%29+over+the+sauce.%26nbsp%3B%3C%2Fli%3E%3Cli%3ETop+with+half+of+ricotta+cheese+mixture%2C+half+of+chicken+mixture+and+half+of+remaining+sauce+mixture.%26nbsp%3B%3C%2Fli%3E%3Cli%3ERepeat+layers%2C+ending+with+4+pieces+of+lasagna.%3C%2Fli%3E%3Cli%3ESpread+reserved+1+cup+%28250+mL%29+of+sauce+over+the+last+complete+layer+of+lasagna%2C+being+sure+to+cover+the+lasagna+completely.%26nbsp%3B%3C%2Fli%3E%3Cli%3ECover+lasagna+with+foil+and+bake+1+hour.%26nbsp%3B%3C%2Fli%3E%3Cli%3EUncover+lasagna%2C+sprinkle+remaining+%26frac12%3B+cup+%28125+mL%29+mozzarella+cheese+on+top+and+bake+an+additional+5+minutes+uncovered.%26nbsp%3B%3C%2Fli%3E%3Cli%3ERe-cover+and+let+stand+15+minutes+before+serving.%3C%2Fli%3E%3Cli%3ECut+into+12+equal+portions.%3C%2Fli%3E%3C%2Fol%3E		310	70	7	4	0	45	390	32	5	7	26	1	0
696	5/1/2010 09:30	5/3/2012 01:10	"pork, rice"	Pork rice and cheese	Pork Arroz Con Queso			0	6 hours	6	"This recipe has become a student favorite at the school districts where we manage their food service. We're feeding the kids brown rice and beans, both great sources of fiber, and they love it. Our home version is made in the slow cooker so if you are running the kids around to activities, dinner will be ready when you are. This dish will fill those hungry kids with healthy ingredients."	%3Cul%3E%3Cli%3E6+oz+%28170+g%29+pork+tenderloin%2Ccut+into+small+cubes%3C%2Fli%3E%3Cli%3E%26frac34%3B+cup+%28175+mL%29+uncooked+brown+rice%3C%2Fli%3E%3Cli%3EOne+14+oz+%28398+mL%29+can+no+salt+added+canned+whole+tomatoes%2C+mashed%3C%2Fli%3E%3Cli%3EOne+14+oz+%28398+mL%29+can+canned+pinto+beans%2C+drained+and+rinsed%3C%2Fli%3E%3Cli%3E3+cloves+garlic%2C+minced%3C%2Fli%3E%3Cli%3E1+large+onion%2C+finely+chopped%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+low+fat+cottage+cheese%3C%2Fli%3E%3Cli%3E4+oz+%28125+mL%29+canned+green+chili+peppers%2C+drained%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+shredded+reduced+fat+Monterey+jack+cheese%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EMix+thoroughly+all+ingredients+except+jack+cheese.%3C%2Fli%3E%3Cli%3EPour+mixture+into+slow+cooker+sprayed+with+nonstick+cooking+spray.+Cover+and+cook+on+low+setting+for+6+to+9+hours.%26nbsp%3B%3C%2Fli%3E%3Cli%3EGarnish+with+cheese+before+serving.%3C%2Fli%3E%3C%2Fol%3E		300	70	7	4	0	40	530	37	6	5	23	1	0
